fighter_name,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg,fighter_url
Danny Barlow,5.72,50%,3.48,52%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Maka Watson,0.93,37%,1.60,22%,2.00,100%,33%,0.0,http://www.ufcstats.com/fighter-details/a31dfd9e8b2dc6ca
Nad Narimani,3.33,42%,3.00,58%,1.92,41%,70%,0.0,http://www.ufcstats.com/fighter-details/776a58a67665a171
Eddie Alvarez,4.32,41%,4.39,55%,2.92,36%,92%,0.5,http://www.ufcstats.com/fighter-details/33a331684283900f
Zac Pauga,4.46,62%,2.73,58%,0.38,7%,100%,0.0,http://www.ufcstats.com/fighter-details/56f7d7ee06be4aab
Justin Willis,3.37,59%,2.57,57%,0.96,66%,36%,0.0,http://www.ufcstats.com/fighter-details/ce1e867808ef5fce
Felipe Colares,2.17,45%,4.65,36%,1.88,24%,43%,0.5,http://www.ufcstats.com/fighter-details/dbac0a413af64bbe
Jeff Joslin,2.17,39%,1.57,65%,0.50,33%,64%,0.5,http://www.ufcstats.com/fighter-details/388abbf8832b5adf
Samy Schiavo,1.68,34%,2.62,38%,0.94,50%,66%,0.9,http://www.ufcstats.com/fighter-details/1208ffc5be6e31ad
Christian Leroy Duncan,4.71,62%,3.57,49%,0.31,14%,64%,0.0,http://www.ufcstats.com/fighter-details/a93f94c923c3a9cb
Murtaza Talha,4.91,58%,8.29,30%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/6aab5c20395ee722
Joe Wilk,1.00,54%,2.00,72%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/781014fb7e8e647a
Bobby Hoffman,2.02,70%,1.32,19%,1.17,50%,0%,1.2,http://www.ufcstats.com/fighter-details/afaad7d6a581e307
John Alessio,2.10,39%,2.91,54%,1.85,38%,70%,1.2,http://www.ufcstats.com/fighter-details/7a15f3694c5cbc02
Cole Williams,0.31,27%,5.34,23%,0.00,0%,25%,0.0,http://www.ufcstats.com/fighter-details/f9a20a17d712ef7c
Robert Lucarelli,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/96087e90d900f0ef
Ramona Pascual,3.87,57%,8.43,46%,1.81,19%,100%,0.0,http://www.ufcstats.com/fighter-details/3eb4dc9a7d4ac906
Ray Sefo,0.86,31%,1.71,72%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/646d5dbe509accd4
Sumit Kumar,2.80,24%,4.67,46%,6.00,30%,60%,0.0,http://www.ufcstats.com/fighter-details/a0a625221e0dd339
Matt Secor,0.51,20%,0.81,50%,3.03,100%,0%,3.0,http://www.ufcstats.com/fighter-details/d1ce40aca99a9b70
Zarrukh Adashev,3.65,40%,3.04,64%,0.00,0%,100%,0.5,http://www.ufcstats.com/fighter-details/79cb2a690b9ba5e8
Paul Bradley,2.26,32%,4.13,56%,1.12,16%,100%,0.0,http://www.ufcstats.com/fighter-details/c7011de4765d2497
Ebenezer Fontes Braga,2.42,50%,0.42,71%,0.00,0%,90%,0.6,http://www.ufcstats.com/fighter-details/dc950d59dc590aca
Jaime Jara,2.20,60%,1.47,56%,0.00,0%,25%,0.0,http://www.ufcstats.com/fighter-details/805ad1801eb26abb
Mitchell Sipe,5.50,56%,9.98,46%,1.53,20%,0%,0.0,http://www.ufcstats.com/fighter-details/71ef1111bf829b82
Stephanie Luciano,5.30,48%,2.53,68%,0.50,100%,85%,0.0,http://www.ufcstats.com/fighter-details/1b35af4d1529adf6
Tagir Ulanbekov,3.13,47%,3.20,49%,3.56,47%,63%,1.7,http://www.ufcstats.com/fighter-details/f00ac08ab056af5d
Cody Carrillo,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9346efb4bbaedd08
Lucas Alexander,4.69,57%,2.87,56%,0.00,0%,60%,0.0,http://www.ufcstats.com/fighter-details/11583163f45c7b31
Rosi Sexton,3.31,39%,7.42,41%,0.75,10%,80%,0.0,http://www.ufcstats.com/fighter-details/5dfe71ade71f3a4b
Kaue Fernandes,3.04,57%,0.86,66%,0.76,100%,62%,0.0,http://www.ufcstats.com/fighter-details/ec13c393d029297d
Steven Siler,3.21,41%,2.96,54%,0.47,21%,55%,1.6,http://www.ufcstats.com/fighter-details/d188a3b817860ec6
DongHun Choi,4.54,66%,3.13,58%,0.46,14%,81%,0.0,http://www.ufcstats.com/fighter-details/3be16d817b36098b
Joe Camacho,0.31,17%,5.00,42%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/dfb965c9824425db
Gina Carano,4.50,47%,2.66,64%,1.24,66%,85%,1.6,http://www.ufcstats.com/fighter-details/899eaba48fa864a6
Pedro Rocha,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5921fd3f889afa3b
Sean Bassett,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2c733e059462c1dc
Mauricio Alonso,5.74,34%,1.91,67%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c6bf75775b278ed8
Dylan Budka,1.07,43%,1.69,41%,2.02,38%,76%,0.4,http://www.ufcstats.com/fighter-details/a817e238b2747404
Fernando Gonzalez,4.47,47%,4.03,65%,0.86,33%,43%,1.4,http://www.ufcstats.com/fighter-details/be5aab761c40ef35
Laureano Staropoli,3.31,34%,3.73,54%,0.83,26%,48%,0.0,http://www.ufcstats.com/fighter-details/a12a8314adc1c1c9
Tae Hyun Bang,2.72,38%,2.07,66%,0.49,33%,57%,0.5,http://www.ufcstats.com/fighter-details/9a2d3567abc02e34
Johnny Munoz,2.44,36%,2.66,55%,2.40,25%,45%,1.8,http://www.ufcstats.com/fighter-details/f6bcbd91b114ff58
Nick Urso,3.61,45%,5.06,36%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e78c4c3d329c531b
Patricio Freire,2.84,41%,4.43,60%,0.60,18%,94%,0.6,http://www.ufcstats.com/fighter-details/98a58c26c5b1ed17
Phil Cardella,2.47,50%,2.00,57%,0.00,0%,11%,2.5,http://www.ufcstats.com/fighter-details/f6a7b02c42e9fc5b
Peggy Morgan,2.27,23%,8.20,33%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/92b36014314b028b
Ken Stone,3.85,49%,2.90,48%,1.24,33%,60%,0.6,http://www.ufcstats.com/fighter-details/fbf0947399d14323
Blas Avena,2.34,47%,3.36,43%,2.37,80%,50%,1.8,http://www.ufcstats.com/fighter-details/8753e125f4499816
Junye Gao,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8b27d25ce0221d60
Roger Bowling,3.90,47%,3.86,51%,3.09,43%,27%,0.9,http://www.ufcstats.com/fighter-details/3b9f723e2720a238
Satoshi Honma,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d2b1c1317a39f6c6
AJ Cunningham,7.66,29%,11.90,48%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/d1053e55f00e53fe
Garreth McLellan,3.56,54%,2.94,45%,1.15,22%,34%,0.9,http://www.ufcstats.com/fighter-details/f215cfbd4ba3c270
Mats Nilsson,2.99,39%,5.62,63%,3.87,83%,44%,2.3,http://www.ufcstats.com/fighter-details/a9bcf8717dd12532
Tony Fryklund,3.49,39%,6.50,43%,0.00,0%,66%,0.5,http://www.ufcstats.com/fighter-details/253de74457bd6374
Li Jingliang,4.46,42%,3.95,56%,1.19,41%,60%,0.0,http://www.ufcstats.com/fighter-details/e64b96c07d7ce999
Yushin Okami,2.06,38%,2.25,60%,1.98,39%,84%,0.5,http://www.ufcstats.com/fighter-details/acff437707625fc7
Wellington Turman,3.23,51%,4.17,45%,1.55,20%,42%,0.8,http://www.ufcstats.com/fighter-details/4dcfb28c011c11b2
JJ Okanovich,6.93,55%,5.27,50%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/aa40fe6038db56cb
Arjan Bhullar,2.33,56%,3.25,59%,1.73,75%,100%,0.0,http://www.ufcstats.com/fighter-details/7e511f8d842a109d
Talita Nogueira,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a3d1d060f9af97fe
Victor Valimaki,3.94,30%,2.99,67%,0.90,14%,0%,0.0,http://www.ufcstats.com/fighter-details/663b76da637402c3
Anthony Smith,3.20,49%,4.88,45%,0.44,23%,50%,0.6,http://www.ufcstats.com/fighter-details/d4c9dcd330403612
Collin Hart,6.33,44%,7.53,51%,2.00,16%,50%,0.0,http://www.ufcstats.com/fighter-details/16bf6a73bdd302cd
Travis Browne,2.93,41%,4.31,42%,1.21,68%,75%,0.2,http://www.ufcstats.com/fighter-details/3236bf606fe9fa5b
Brady Fink,1.69,41%,1.69,61%,3.63,25%,0%,3.6,http://www.ufcstats.com/fighter-details/997b4f52f76a0b53
Wagner Prado,1.72,40%,3.06,50%,0.00,0%,22%,0.0,http://www.ufcstats.com/fighter-details/7f6ef4e1227600bc
Song Yadong,4.49,43%,3.96,55%,0.66,40%,72%,0.2,http://www.ufcstats.com/fighter-details/efb96bf3e9ada36f
Kai Asakura,2.40,58%,4.52,38%,0.00,0%,57%,0.0,http://www.ufcstats.com/fighter-details/d33da8a3d82bdb62
Brian Cobb,0.00,0%,3.68,55%,5.81,50%,0%,0.0,http://www.ufcstats.com/fighter-details/3138fab619faf4d1
Renato Verissimo,0.92,48%,1.87,47%,1.46,30%,50%,2.5,http://www.ufcstats.com/fighter-details/c24b1db4b809d41b
Tim Stout,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e1a4568fec1fc24f
Robert Drysdale,0.00,0%,0.00,0%,7.32,100%,0%,21.9,http://www.ufcstats.com/fighter-details/d2a9be6bf2de624c
Anvarbek Daniyalbekov,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/859e0dafd04fe1ca
John Lineker,5.36,40%,4.27,56%,0.56,58%,67%,0.6,http://www.ufcstats.com/fighter-details/c268b2cfebccf652
Rory MacDonald,3.75,42%,2.80,62%,1.77,47%,88%,0.4,http://www.ufcstats.com/fighter-details/cbd5d3cdd862e90e
Dan Stittgen,2.97,46%,4.42,37%,0.78,100%,100%,0.0,http://www.ufcstats.com/fighter-details/cc3147b49c7d7d92
Mack Brewer,0.00,0%,6.67,36%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/106a925d947a0de9
Michael Aswell,10.33,50%,6.80,52%,0.00,0%,57%,0.0,http://www.ufcstats.com/fighter-details/01c9e4013afce141
Royce Alger,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/669a3cb6e394f515
Nobuhiko Takada,0.31,24%,1.92,39%,1.15,20%,0%,0.0,http://www.ufcstats.com/fighter-details/a25b71fe5e31fa97
Shinya Aoki,0.97,58%,1.25,58%,2.54,41%,60%,4.0,http://www.ufcstats.com/fighter-details/79ded75550efc139
Khalil Rountree Jr.,3.73,38%,4.51,48%,0.00,0%,58%,0.1,http://www.ufcstats.com/fighter-details/749f572d1d3161fb
Tulio Palhares,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e8c170a64dc920ac
Kurt Pellegrino,2.45,43%,1.94,63%,2.90,54%,69%,0.8,http://www.ufcstats.com/fighter-details/aa1952ec0b3dd8e1
Nayara Maia,0.60,36%,3.33,43%,1.00,33%,0%,1.0,http://www.ufcstats.com/fighter-details/03b1b79b34eaf217
Pete Sell,2.60,42%,3.65,51%,0.91,21%,47%,0.9,http://www.ufcstats.com/fighter-details/0359313549d230a1
Jack Della Maddalena,6.74,53%,4.27,66%,0.21,16%,70%,0.2,http://www.ufcstats.com/fighter-details/6b453bc35a823c3f
Gaston Reyno,7.79,62%,3.90,44%,0.00,0%,0%,11.7,http://www.ufcstats.com/fighter-details/64db35f7782fe274
Josh Bryant,1.10,20%,6.10,43%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/01f022fa494188e2
Slim Trabelsi,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ff2ec83f44000f78
Calen Born,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3c85e04b08a05751
Christien Savoie,1.39,45%,6.95,23%,0.00,0%,12%,0.0,http://www.ufcstats.com/fighter-details/67f0d1b1b0b39bec
Joao Roque,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0f6528b461e47462
Mario Rivera,0.00,0%,8.41,20%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/0f7210aa8d61af8d
Kantharaj Agasa,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/26f4288e83188c61
Dave Dalgliesh,0.00,0%,1.85,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ddbd0d6259ce57cc
JP Felty,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/954e3f4e2b0e6510
Dustin Hazelett,2.24,40%,3.51,46%,0.55,50%,25%,4.1,http://www.ufcstats.com/fighter-details/a149d6bc670cdb60
Trevin Jones,2.13,37%,4.29,39%,0.62,15%,60%,0.2,http://www.ufcstats.com/fighter-details/ec23c1be628d8057
Brad Pickett,3.02,31%,4.63,55%,2.47,44%,58%,0.4,http://www.ufcstats.com/fighter-details/c945adc22c2bfe8f
Theo Rlayang,5.93,48%,8.40,40%,2.00,40%,0%,0.0,http://www.ufcstats.com/fighter-details/8aabef76351401d0
Hacran Dias,2.08,41%,3.31,55%,2.50,39%,76%,0.5,http://www.ufcstats.com/fighter-details/ed209f6618c82e41
Nolan Ticman,2.57,47%,2.53,67%,0.00,0%,60%,0.0,http://www.ufcstats.com/fighter-details/9eb069062a0cfc13
TJ Waldburger,2.02,51%,2.39,40%,3.03,46%,40%,4.8,http://www.ufcstats.com/fighter-details/8f2939f5fd9cca1e
Mike Joy,0.57,33%,1.71,47%,0.78,33%,0%,2.3,http://www.ufcstats.com/fighter-details/35080a7f406f9ab3
Hunter Azure,3.92,53%,2.08,58%,1.97,34%,67%,1.3,http://www.ufcstats.com/fighter-details/2af2f2e26c4c0402
Felix Klinkhammer,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8276f28f1ad087de
David Barrios,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e6015889f50075d2
Georgi Karakhanyan,4.49,39%,5.00,54%,1.41,50%,33%,1.9,http://www.ufcstats.com/fighter-details/43292ecf0e72c143
Kaiwen,4.32,49%,3.74,54%,0.78,33%,92%,0.0,http://www.ufcstats.com/fighter-details/0565706b1e7f7e7c
Anthony Christodoulou,2.19,26%,5.90,45%,0.00,0%,40%,0.0,http://www.ufcstats.com/fighter-details/4f11e9ce318ffbcb
Josh Appelt,1.35,40%,11.50,32%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/0c1a04afca64e38f
Dakota Cochrane,2.66,75%,2.66,30%,4.43,33%,0%,0.0,http://www.ufcstats.com/fighter-details/8fa7e0bc052185ce
Marcio Navarro,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/52f7d300738961ac
Teemu Packalen,2.57,54%,3.91,47%,2.31,25%,100%,1.5,http://www.ufcstats.com/fighter-details/8f4eeaf7a0df7c1a
Abdul Razak Alhassan,3.64,49%,4.01,54%,0.84,33%,51%,0.2,http://www.ufcstats.com/fighter-details/eae431e70064e046
Bailey Schoenfelder,0.00,0%,9.86,53%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b0353e7f5038dd09
Joe Giannetti,1.93,38%,2.80,40%,1.00,16%,0%,0.0,http://www.ufcstats.com/fighter-details/946db8a378903cc3
Fabricio Werdum,3.59,52%,2.64,55%,1.75,31%,31%,1.2,http://www.ufcstats.com/fighter-details/492b202d2064e7a9
Bobby Escalante,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f7ede18b4ec4ec1f
Andre Fili,3.88,37%,4.11,51%,2.15,43%,70%,0.2,http://www.ufcstats.com/fighter-details/8fd808923cffff82
Derek Getzel,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/42883268854b78be
Richardson Moreira,1.17,28%,1.83,67%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/9147679e1a4ad4a3
Gareth Joseph,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/8ecb9f42da5ef5ac
Joe Soto,3.36,41%,5.37,67%,0.85,21%,70%,1.9,http://www.ufcstats.com/fighter-details/a4e85a58fbce64b2
Jason Gonzalez,3.06,39%,3.13,58%,0.00,0%,30%,1.0,http://www.ufcstats.com/fighter-details/e45cfa47f504033a
Jiniushiyue,3.00,41%,2.71,50%,0.79,28%,75%,0.0,http://www.ufcstats.com/fighter-details/c14a683dac2ebc4c
Robbie Lawler,3.85,47%,4.67,59%,0.65,64%,65%,0.0,http://www.ufcstats.com/fighter-details/f2925e6db404bf1d
Julija Stoliarenko,2.49,39%,4.54,46%,0.93,27%,54%,1.7,http://www.ufcstats.com/fighter-details/a78a87d8c2bbb1cb
Carter Williams,1.55,36%,2.32,58%,2.90,33%,100%,0.0,http://www.ufcstats.com/fighter-details/b8e2f10efb6eca85
Michael Cora,0.80,28%,0.13,66%,0.00,0%,25%,0.0,http://www.ufcstats.com/fighter-details/2b91eff985b532cd
Gabrielle Holloway,0.70,42%,3.07,34%,3.00,35%,16%,1.0,http://www.ufcstats.com/fighter-details/e30715382f42b772
Alex Gilpin,6.80,54%,12.29,42%,2.17,25%,0%,2.2,http://www.ufcstats.com/fighter-details/762c69860eef65d8
Jorge Rivera,3.16,48%,2.64,54%,0.84,50%,63%,0.1,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c
Mando Gutierrez,0.80,75%,1.33,50%,1.00,100%,40%,1.0,http://www.ufcstats.com/fighter-details/5f33ae0620e050c5
Terrance McKinney,5.91,56%,2.59,47%,3.23,36%,77%,1.4,http://www.ufcstats.com/fighter-details/809bd1a871491508
Juliana Lima,1.94,44%,2.11,55%,1.72,31%,70%,0.0,http://www.ufcstats.com/fighter-details/75a6a390fd5dca46
Stephen Thompson,4.11,46%,3.02,55%,0.25,41%,63%,0.0,http://www.ufcstats.com/fighter-details/4a28cb716c19157a
Mike Cook,1.72,49%,2.40,46%,1.03,33%,55%,2.1,http://www.ufcstats.com/fighter-details/3ab0df1ddd5f1dc2
Maria Silva,3.00,57%,1.13,62%,2.00,100%,55%,0.5,http://www.ufcstats.com/fighter-details/4408865b4e65e374
Colby Covington,3.81,38%,3.09,54%,3.64,42%,68%,0.2,http://www.ufcstats.com/fighter-details/dc9572dd6ec74859
Francis Marshall,3.69,34%,4.16,53%,2.68,41%,50%,0.5,http://www.ufcstats.com/fighter-details/5d495dec23d7c68e
Artem Frolov,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ee704df0afd74558
Karol Rosa,6.22,55%,4.84,49%,1.09,46%,70%,0.0,http://www.ufcstats.com/fighter-details/351c4ec637380ad5
Jeff Monson,0.97,30%,2.87,59%,1.06,12%,66%,0.7,http://www.ufcstats.com/fighter-details/cbfd1d34356a004c
Tateki Matsuda,3.20,34%,3.43,69%,0.00,0%,16%,0.0,http://www.ufcstats.com/fighter-details/3a524c6700addc24
Keith Mielke,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f62850b3c7480db9
Mairon Santos,4.77,46%,1.85,57%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/480779d7f9a424d3
Alex Gorgees,0.67,32%,2.27,38%,0.00,0%,54%,0.0,http://www.ufcstats.com/fighter-details/803bebcfb6d6f506
Feng Xiaocan,5.43,50%,1.76,73%,1.08,100%,66%,0.0,http://www.ufcstats.com/fighter-details/c940b42df95bbd28
David Heath,1.48,30%,5.16,49%,0.33,50%,57%,1.0,http://www.ufcstats.com/fighter-details/4f95f74620a6b7a4
Kyle Nelson,3.51,45%,4.72,51%,1.06,20%,73%,0.6,http://www.ufcstats.com/fighter-details/31f8081c7600da93
Jeff Curran,1.54,31%,2.48,60%,0.35,12%,35%,1.2,http://www.ufcstats.com/fighter-details/a8ea84cbe1655f0a
Mike Budnik,0.65,52%,0.95,53%,0.00,0%,0%,3.4,http://www.ufcstats.com/fighter-details/b98209144b63ae26
Eugene Jackson,2.19,33%,3.44,32%,1.91,71%,16%,2.3,http://www.ufcstats.com/fighter-details/ce783bf73b5131f9
Matt Foki,0.00,0%,3.37,56%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5de61b03868035ff
Gabriella Fernandes,3.46,46%,5.50,49%,0.56,18%,60%,0.3,http://www.ufcstats.com/fighter-details/a6eb54ae17a551be
Federico Lopez,1.78,23%,5.35,30%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9681e0ce67dc978b
Cristina Stanciu,2.50,50%,3.07,52%,0.85,100%,40%,1.7,http://www.ufcstats.com/fighter-details/175852708cb55776
Carlston Harris,3.79,43%,3.46,54%,1.46,22%,55%,0.6,http://www.ufcstats.com/fighter-details/a53d30163304aa6e
Istela Nunes,5.02,45%,4.84,60%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/efc67b07eed39794
Damien Trites,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/cb1c09c8126dbee0
Rico Farrington,6.33,41%,7.20,51%,0.00,0%,20%,0.0,http://www.ufcstats.com/fighter-details/f89e6e66b9b112de
Julie Kedzie,2.90,36%,3.18,46%,1.14,23%,78%,0.0,http://www.ufcstats.com/fighter-details/981ab7a0576f76a0
Tyra Parker,1.50,22%,9.00,14%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/64be3dc99eaa42b6
Jesse Ronson,3.54,47%,3.39,57%,0.46,28%,57%,0.5,http://www.ufcstats.com/fighter-details/5580771f383e141f
Diego Sanchez,2.69,37%,3.02,56%,1.51,24%,46%,0.8,http://www.ufcstats.com/fighter-details/82e7929bf6c2b689
Danny Abbadi,3.29,38%,4.41,57%,0.00,0%,77%,0.0,http://www.ufcstats.com/fighter-details/15df64c02b6b0fde
Lauren Mueller,4.08,41%,3.77,58%,0.70,50%,71%,0.0,http://www.ufcstats.com/fighter-details/f923e012414c883e
Kazuki Okubo,1.53,38%,1.97,46%,0.51,25%,36%,2.0,http://www.ufcstats.com/fighter-details/33454ad90754cb49
Michael Kuiper,3.28,54%,3.62,54%,2.30,55%,79%,0.0,http://www.ufcstats.com/fighter-details/b7f38813485745da
Eric Smith,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/9114c8ded5ccd71d
David Branch,1.66,39%,1.91,56%,2.55,32%,43%,0.0,http://www.ufcstats.com/fighter-details/d2c55d1d2e67773b
Crafton Wallace,1.55,44%,2.36,47%,0.00,0%,42%,0.0,http://www.ufcstats.com/fighter-details/bf41b5131545da12
Brock Lesnar,3.53,72%,2.11,50%,3.90,55%,60%,0.5,http://www.ufcstats.com/fighter-details/513c6f1715e547a8
Anthony Avila,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/033d19259f589457
Caio Magalhaes,2.27,40%,2.78,56%,1.05,15%,58%,1.6,http://www.ufcstats.com/fighter-details/0c5c66ddd1886b83
Rich Franklin,4.10,44%,2.07,62%,1.31,66%,63%,0.7,http://www.ufcstats.com/fighter-details/d897897060f10a3a
Brian Houston,1.90,35%,3.67,53%,0.95,100%,87%,0.0,http://www.ufcstats.com/fighter-details/36fbaa49a09ff997
Kay Hansen,3.01,50%,3.19,51%,1.83,22%,37%,0.8,http://www.ufcstats.com/fighter-details/4100c7a09497ad41
Dustin Poirier,5.30,50%,4.33,52%,1.24,36%,64%,1.3,http://www.ufcstats.com/fighter-details/029eaff01e6bb8f0
Bojan Mihajlovic,1.23,35%,5.95,47%,0.00,0%,33%,0.0,http://www.ufcstats.com/fighter-details/d6285cba1d1052e0
Jordan Leavitt,2.55,61%,1.84,57%,2.19,25%,30%,1.1,http://www.ufcstats.com/fighter-details/ac026518a9b4dc0f
Ray Rodriguez,0.90,27%,3.89,40%,1.42,50%,44%,0.0,http://www.ufcstats.com/fighter-details/90e0985df05e51bc
Marcelo Golm,4.27,58%,4.30,45%,0.45,50%,87%,0.5,http://www.ufcstats.com/fighter-details/ac29d508d78384c9
Ryan Keenan,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a72b20136239ba39
Bassil Hafez,3.71,38%,5.68,41%,2.21,24%,50%,0.0,http://www.ufcstats.com/fighter-details/f4d92416da98804b
Aleksei Kunchenko,3.67,44%,2.83,63%,0.25,33%,80%,0.0,http://www.ufcstats.com/fighter-details/e2ccd9a9ace60de7
Ilir Latifi,2.05,45%,2.93,56%,2.11,35%,100%,0.3,http://www.ufcstats.com/fighter-details/e9a3aeb207578eea
Mikheil Sazhiniani,2.27,28%,3.03,52%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/22a1f83edb865aee
Jose Perez,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/89578ae236ee04e9
Navajo Stirling,5.82,56%,2.55,58%,0.00,0%,72%,0.0,http://www.ufcstats.com/fighter-details/b4b496ec2197ee3e
Rousimar Palhares,1.75,51%,2.04,59%,3.93,45%,0%,4.1,http://www.ufcstats.com/fighter-details/8ddf9c51c5fdea75
Scott Ferrozzo,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/977081bc01197656
Brad Katona,4.84,52%,4.73,50%,1.88,34%,61%,0.0,http://www.ufcstats.com/fighter-details/7b433309b0fd12aa
Kolton Englund,2.31,25%,11.54,40%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4122da4f791b2f4f
Patricky Freire,3.06,44%,3.34,69%,1.26,33%,100%,0.0,http://www.ufcstats.com/fighter-details/90e6dde9113830bd
Kody Steele,4.44,32%,7.17,52%,0.62,14%,100%,0.0,http://www.ufcstats.com/fighter-details/aebaa8cec15b083d
Anthony Macias,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/dedc3bb440d09554
Jeff Bedard,0.80,51%,0.00,100%,3.43,66%,100%,2.6,http://www.ufcstats.com/fighter-details/93bf96be327fcd98
Jesse Taylor,1.94,65%,0.55,38%,7.28,50%,100%,3.1,http://www.ufcstats.com/fighter-details/dd992d569aaebee6
Casey Olson,2.48,60%,0.00,100%,3.54,57%,100%,1.8,http://www.ufcstats.com/fighter-details/7613773461b276f4
Dustin Pague,1.65,53%,2.96,41%,1.03,44%,55%,2.6,http://www.ufcstats.com/fighter-details/55f80a8aeffcdb33
Luiz Azeredo,2.16,39%,2.76,57%,1.07,50%,45%,0.3,http://www.ufcstats.com/fighter-details/063649e21bc9d6d5
Kyle Prepolec,3.20,34%,4.70,54%,0.00,0%,40%,0.0,http://www.ufcstats.com/fighter-details/873626e5547b5235
Anton Zafir,2.99,64%,2.31,52%,6.11,60%,0%,0.0,http://www.ufcstats.com/fighter-details/8c822811eedc11ad
Virgil Zwicker,3.34,48%,4.87,39%,1.31,30%,50%,0.0,http://www.ufcstats.com/fighter-details/0c277f3ff66b0208
