first_name,last_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,f_losses,f_draws,f_dc_nc,fighter_url
Alfred,Khashakyan,172.72,135,177.8,Orthodox,1988-07-17,8,3,0,NULL,http://www.ufcstats.com/fighter-details/3929efe0c0a83d07
Mirko,Filipovic,187.96,230,185.42,Southpaw,1974-09-10,35,11,2,1,http://www.ufcstats.com/fighter-details/c32fb8c0f6471a4d
Daniel,Marcos,170.18,135,175.26,Orthodox,1993-03-07,17,0,0,1,http://www.ufcstats.com/fighter-details/850266b3dc4e506e
Jansey,Silva,187.96,185,170.18,Orthodox,1995-05-30,7,2,0,NULL,http://www.ufcstats.com/fighter-details/0d09efd31eb9fadf
Georges,St-Pierre,180.34,185,193.04,Orthodox,1981-05-19,26,2,0,NULL,http://www.ufcstats.com/fighter-details/6506c1d34da9c013
Ryan,McGillivray,180.34,170,NULL,NULL,1986-09-27,12,0,1,NULL,http://www.ufcstats.com/fighter-details/1f9c371c93dfd3a9
Carli,Judice,170.18,125,172.72,Southpaw,1999-03-02,3,2,0,NULL,http://www.ufcstats.com/fighter-details/f1ab6f37492c630a
Stefan,Sekulic,182.88,170,190.5,Southpaw,1992-02-12,12,4,0,NULL,http://www.ufcstats.com/fighter-details/348dff4e03bd18c6
Felicia,Spencer,167.64000000000001,145,172.72,Orthodox,1990-11-29,9,3,0,NULL,http://www.ufcstats.com/fighter-details/39d91e95949de3d9
Ho,Oh,NULL,155,NULL,NULL,1993-07-20,7,2,1,NULL,http://www.ufcstats.com/fighter-details/5c020ee6ab450870
Benjamin,Bennett,182.88,170,185.42,Switch,1994-05-08,7,1,0,NULL,http://www.ufcstats.com/fighter-details/7030c27fc9778964
Rick,Davis,175.26,155,NULL,Orthodox,NULL,3,1,1,NULL,http://www.ufcstats.com/fighter-details/2549d63da9c456cb
Joey,Armstrong,NULL,NULL,NULL,NULL,NULL,5,2,0,NULL,http://www.ufcstats.com/fighter-details/30ad2050273d016a
Alex,Chambers,160.02,115,160.02,Southpaw,1978-10-25,5,5,0,NULL,http://www.ufcstats.com/fighter-details/26b63bc5c0c1f65d
Shane,Roller,177.8,155,182.88,Orthodox,1979-07-14,11,7,0,NULL,http://www.ufcstats.com/fighter-details/75e0d3cc2262b732
Donald,Sanchez,177.8,145,NULL,NULL,1984-08-18,31,17,0,NULL,http://www.ufcstats.com/fighter-details/bb140b121283acbb
Aisling,Daly,157.48000000000002,115,162.56,Orthodox,1987-12-24,16,6,0,NULL,http://www.ufcstats.com/fighter-details/e50cd77732d39967
Luc,Bondole,187.96,205,NULL,NULL,NULL,5,2,2,NULL,http://www.ufcstats.com/fighter-details/8691881b31c16b88
Delson,Heleno,180.34,185,NULL,Orthodox,1977-11-16,29,10,0,NULL,http://www.ufcstats.com/fighter-details/970beed85bc46b63
Brian,Camozzi,187.96,170,198.12,Orthodox,1991-06-24,7,5,0,NULL,http://www.ufcstats.com/fighter-details/1999ffb5cebc314f
Nick,Serra,175.26,170,NULL,Orthodox,1978-03-27,7,3,0,NULL,http://www.ufcstats.com/fighter-details/1975c2272ba40e71
Adrian,Serrano,172.72,170,NULL,NULL,1963-12-23,56,29,4,NULL,http://www.ufcstats.com/fighter-details/e7ec11096eac0282
Chris,Mickle,175.26,145,NULL,Orthodox,1983-07-10,30,21,2,1,http://www.ufcstats.com/fighter-details/f903967fd320da38
Gabriel,Carrasco,167.64000000000001,135,NULL,NULL,NULL,7,0,0,NULL,http://www.ufcstats.com/fighter-details/89ed44801968b8e3
Justin,Gaethje,180.34,155,177.8,Orthodox,1988-11-14,25,5,0,NULL,http://www.ufcstats.com/fighter-details/9e8f6c728eb01124
Miguel,Torres,175.26,135,193.04,Orthodox,1981-01-18,44,9,0,NULL,http://www.ufcstats.com/fighter-details/33b2f68ef95252e0
Cody,Donovan,190.5,205,187.96,Orthodox,1981-02-20,8,5,0,NULL,http://www.ufcstats.com/fighter-details/7bc96507e4b38d3b
Jess,Liaudin,175.26,170,182.88,Orthodox,NULL,20,11,0,NULL,http://www.ufcstats.com/fighter-details/a8aba6fd8a463043
Kenneth,Alexander,175.26,155,NULL,Orthodox,1977-09-25,7,6,0,1,http://www.ufcstats.com/fighter-details/8fd76e1b49c00ae2
Forrest,Petz,175.26,170,180.34,Orthodox,1975-09-22,26,10,0,NULL,http://www.ufcstats.com/fighter-details/e86bc32f5997a8f7
Josh,Shockman,193.04,235,NULL,Southpaw,1980-12-29,6,3,0,NULL,http://www.ufcstats.com/fighter-details/821cd80aab70d5f9
Alan,Hiro,165.1,135,NULL,Orthodox,1986-04-04,14,5,4,NULL,http://www.ufcstats.com/fighter-details/483b3170b3c05cf0
Fellipe,Andrew,NULL,NULL,NULL,NULL,1994-10-24,0,0,0,NULL,http://www.ufcstats.com/fighter-details/7977fb0fd9c5955d
Jamie,Houston,NULL,185,NULL,NULL,NULL,3,0,0,NULL,http://www.ufcstats.com/fighter-details/4b1896310a907656
Ed,Ratcliff,177.8,155,180.34,Orthodox,1983-03-05,7,3,0,NULL,http://www.ufcstats.com/fighter-details/8c90c1563972e44d
Irwin,Rivera,167.64000000000001,135,170.18,Southpaw,1989-02-14,10,6,0,NULL,http://www.ufcstats.com/fighter-details/06a80a685ea98573
Edwin,DeWees,185.42,185,NULL,Orthodox,1982-08-07,38,17,0,1,http://www.ufcstats.com/fighter-details/75bbd2206a15319f
Larissa,Pacheco,170.18,135,NULL,Orthodox,1994-09-07,10,2,0,NULL,http://www.ufcstats.com/fighter-details/16b89be2f5c16fba
Andrew,Todhunter,182.88,185,NULL,Switch,1987-11-30,8,0,0,NULL,http://www.ufcstats.com/fighter-details/274ca7b799b402cc
Alex,Huddleston,200.66,254,NULL,NULL,1986-08-11,6,2,0,NULL,http://www.ufcstats.com/fighter-details/8b9197746bd3e005
Andrew,Craig,185.42,170,193.04,Orthodox,1986-01-15,9,4,0,NULL,http://www.ufcstats.com/fighter-details/8a70ceb3edbe757b
Dan,Moret,182.88,155,185.42,Southpaw,1986-11-21,13,6,0,NULL,http://www.ufcstats.com/fighter-details/66e98b3bb5fc5250
Ben,Nguyen,165.1,125,165.1,Switch,1988-08-03,16,8,0,NULL,http://www.ufcstats.com/fighter-details/840d2c82ea68b9aa
Donavon,Frelow,170.18,135,NULL,Orthodox,1985-01-20,6,3,0,NULL,http://www.ufcstats.com/fighter-details/9aa56f004b2bca07
Jules,Bruchez,182.88,205,NULL,Southpaw,1977-08-16,1,2,0,NULL,http://www.ufcstats.com/fighter-details/d1dcd4e96464a53d
David,Mitchell,182.88,170,190.5,Orthodox,1979-10-24,22,7,0,NULL,http://www.ufcstats.com/fighter-details/8f3df4c579cfbb69
Deividas,Taurosevicius,175.26,145,172.72,Southpaw,1977-08-28,17,5,0,NULL,http://www.ufcstats.com/fighter-details/ef927e4fe2117ab8
Dennis,Bryant,182.88,205,NULL,Orthodox,1985-10-18,5,2,0,NULL,http://www.ufcstats.com/fighter-details/3b17353b8002c7d0
Jeremy,Wallace,175.26,NULL,NULL,NULL,NULL,4,6,0,NULL,http://www.ufcstats.com/fighter-details/b87c3f460709f74c
Patrick,Speight,185.42,170,NULL,Orthodox,NULL,7,3,0,NULL,http://www.ufcstats.com/fighter-details/ae4650eb56ab6a11
Mike,Wessel,182.88,260,NULL,Orthodox,1977-12-02,15,8,0,NULL,http://www.ufcstats.com/fighter-details/b51841e7c594090d
David,Martinez,167.64000000000001,135,167.64,Orthodox,1998-08-03,11,1,0,NULL,http://www.ufcstats.com/fighter-details/9a97acbfd5a08bfa
Andrey,Pulyaev,193.04,185,198.12,Southpaw,1997-09-10,9,2,0,NULL,http://www.ufcstats.com/fighter-details/22e07d3da1aa3475
Tony,Bonello,187.96,185,NULL,NULL,NULL,16,3,1,1,http://www.ufcstats.com/fighter-details/702a72aa7a266d86
Bernardo,Magalhaes,175.26,155,NULL,Orthodox,1981-04-08,13,4,0,NULL,http://www.ufcstats.com/fighter-details/7a613f78dd7ee8f8
Anthony,Martin,182.88,170,185.42,Orthodox,1989-12-11,17,6,0,NULL,http://www.ufcstats.com/fighter-details/5331b25a60417ffb
John,Teixeira,170.18,145,NULL,Orthodox,1986-11-18,21,2,2,NULL,http://www.ufcstats.com/fighter-details/86061eaba822bfea
Boston,Salmon,175.26,135,175.26,Southpaw,1990-11-20,6,3,0,NULL,http://www.ufcstats.com/fighter-details/98e946879ba20c0f
Dan,Ige,170.18,145,180.34,Orthodox,1991-08-06,18,9,0,NULL,http://www.ufcstats.com/fighter-details/82a5152216251682
Will,Brooks,177.8,155,182.88,Orthodox,1986-10-08,18,4,0,NULL,http://www.ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Miles,Johns,170.18,145,167.64,Orthodox,1994-03-30,15,3,0,1,http://www.ufcstats.com/fighter-details/46e0d677f91bacc0
Neil,Seery,162.56,125,162.56,Orthodox,1979-08-30,16,13,0,NULL,http://www.ufcstats.com/fighter-details/49a74b9fb2e45fdf
Bob,Schrijber,182.88,240,NULL,Orthodox,NULL,20,17,1,NULL,http://www.ufcstats.com/fighter-details/d86e913c548c07c2
Jean,Silva,167.64000000000001,160,NULL,Orthodox,1977-10-08,19,12,3,1,http://www.ufcstats.com/fighter-details/9211aae062b799d6
Stefan,Struve,210.82,265,213.36,Orthodox,1988-02-18,33,13,0,NULL,http://www.ufcstats.com/fighter-details/ebc1f40e00e0c481
Carlos,Vera,167.64000000000001,135,175.26,Orthodox,1987-11-05,11,4,0,NULL,http://www.ufcstats.com/fighter-details/07f959e6596307bb
Wallen,Rosario,162.56,125,170.18,Orthodox,1993-03-18,8,2,0,NULL,http://www.ufcstats.com/fighter-details/a62f85f6a6c19a4c
Klayton,Mai,175.26,125,NULL,NULL,1986-11-30,8,3,0,NULL,http://www.ufcstats.com/fighter-details/7a9c1bb08a743d7f
Alatengheili,NULL,165.1,135,167.64,Orthodox,1991-12-14,17,9,2,NULL,http://www.ufcstats.com/fighter-details/1897b7b913736a7c
Eduardo,Bustillos,172.72,135,NULL,NULL,1987-06-02,5,3,0,NULL,http://www.ufcstats.com/fighter-details/f273f1b8df04c8a1
Richard,Crunkilton,170.18,155,NULL,Orthodox,1979-11-25,19,4,0,NULL,http://www.ufcstats.com/fighter-details/22ee260735da0d58
James,Head,185.42,170,185.42,Orthodox,1984-02-09,9,4,0,NULL,http://www.ufcstats.com/fighter-details/19a8cce18a1cef9e
Phillip,Miller,180.34,185,NULL,Orthodox,1979-02-20,16,0,0,NULL,http://www.ufcstats.com/fighter-details/18aecaf50f52e4c3
Booker,DeRousse,187.96,205,NULL,NULL,1981-03-23,6,5,0,NULL,http://www.ufcstats.com/fighter-details/f2c91b67f71bbeab
Marques,Daniels,NULL,155,NULL,NULL,NULL,5,5,0,NULL,http://www.ufcstats.com/fighter-details/55a80a9365bc107d
Junie,Browning,175.26,155,NULL,Orthodox,1984-05-12,5,6,0,NULL,http://www.ufcstats.com/fighter-details/d74cba8566291bfa
Ryan,Roberts,167.64000000000001,155,NULL,Orthodox,1978-07-16,21,12,1,1,http://www.ufcstats.com/fighter-details/35dc6220b113b7ec
Marcelo,Brito,185.42,170,NULL,Orthodox,1977-11-27,13,8,0,NULL,http://www.ufcstats.com/fighter-details/3a97fda0de6f1fa4
Jair,Farias,185.42,145,193.04,Orthodox,1993-03-16,10,1,0,NULL,http://www.ufcstats.com/fighter-details/431262bbc69215dc
Jorgen,Kruth,187.96,205,NULL,NULL,1974-05-08,5,0,0,NULL,http://www.ufcstats.com/fighter-details/6071d786f6187810
Kevin,Jackson,177.8,199,NULL,Switch,NULL,4,2,0,NULL,http://www.ufcstats.com/fighter-details/13b2f59210dda9cc
Jon,Einemo,198.12,253,NULL,Orthodox,1975-12-10,6,3,0,NULL,http://www.ufcstats.com/fighter-details/0577808d22dfe79c
Masakatsu,Okuda,NULL,NULL,NULL,NULL,NULL,8,5,0,NULL,http://www.ufcstats.com/fighter-details/02a65a55f25fb4f3
Nicholas,Sergiacomi,NULL,170,NULL,NULL,NULL,1,1,0,NULL,http://www.ufcstats.com/fighter-details/efab191f204ffa17
Manuel,Rodriguez,175.26,170,NULL,Orthodox,1985-04-25,11,5,0,NULL,http://www.ufcstats.com/fighter-details/5a6e4d2f0c76a242
Henry,Miller,170.18,270,NULL,Southpaw,1969-07-16,6,16,0,1,http://www.ufcstats.com/fighter-details/45a2ba3ef82b9700
Rogerio,Bontorin,165.1,125,170.18,Orthodox,1992-04-25,16,4,0,2,http://www.ufcstats.com/fighter-details/07a2bdaa0afdd831
Aoriqileng,NULL,170.18,135,175.26,Orthodox,1993-06-25,25,12,0,1,http://www.ufcstats.com/fighter-details/7d420039bbfe7c1a
Anying,Wang,182.88,170,NULL,Orthodox,1991-04-04,2,1,0,NULL,http://www.ufcstats.com/fighter-details/69e8c632135af48b
Dominick,Cruz,172.72,135,172.72,Orthodox,1985-03-09,24,4,0,NULL,http://www.ufcstats.com/fighter-details/10f3ba6cd2f44a97
Kaleo,Kwan,170.18,155,NULL,NULL,1970-08-01,11,16,0,NULL,http://www.ufcstats.com/fighter-details/2545c7f47a65bca3
Morgan,Charriere,172.72,145,175.26,Orthodox,1995-10-26,20,10,1,NULL,http://www.ufcstats.com/fighter-details/5b03b61f9d90125e
Semmy,Schilt,208.28,265,NULL,Orthodox,1973-10-27,26,14,1,NULL,http://www.ufcstats.com/fighter-details/d5ed14b2153c6ed2
Leah,Letson,170.18,145,180.34,Southpaw,1992-08-21,5,3,0,NULL,http://www.ufcstats.com/fighter-details/8cb78f3a6c2a08f7
CJ,Fernandes,187.96,170,NULL,NULL,1977-11-13,14,8,3,NULL,http://www.ufcstats.com/fighter-details/979f7edbb6980b0d
Pawel,Nastula,182.88,230,NULL,Southpaw,1970-06-26,5,6,0,NULL,http://www.ufcstats.com/fighter-details/154a6b3ffae264cd
Daniel,Lacerda,167.64000000000001,125,177.8,Switch,1996-06-05,11,6,0,1,http://www.ufcstats.com/fighter-details/31bb0772f21cabd8
Andrei,Semenov,182.88,185,NULL,Orthodox,1977-06-17,34,9,2,NULL,http://www.ufcstats.com/fighter-details/5f2f0da6fd6a84fd
SangWon,Kim,175.26,145,175.26,Orthodox,1993-09-01,10,6,1,NULL,http://www.ufcstats.com/fighter-details/e9712cad24948ce1
Billy,Brand,167.64000000000001,135,165.1,Orthodox,1996-07-03,5,2,0,NULL,http://www.ufcstats.com/fighter-details/edae6db2b3453632
Matt,Hughes,175.26,170,185.42,Switch,1973-10-13,45,9,0,NULL,http://www.ufcstats.com/fighter-details/621a6c59f88a44fe
Don'Tale,Mayes,198.12,260,205.74,Orthodox,1992-01-16,11,7,0,1,http://www.ufcstats.com/fighter-details/1a9480fc288e55d7
Carlos,Prates,185.42,170,198.12,Switch,1993-08-17,21,6,0,NULL,http://www.ufcstats.com/fighter-details/7ee0fd831c0fe7c3
Tony,Sylvester,185.42,225,NULL,Southpaw,1978-01-27,11,3,0,NULL,http://www.ufcstats.com/fighter-details/87b7df65c30008c4
Jason,Tan,177.8,170,NULL,Orthodox,1981-12-17,5,3,0,NULL,http://www.ufcstats.com/fighter-details/ad3041e61896b975
Ryan,Spann,195.57999999999998,205,200.66,Orthodox,1991-08-24,22,10,0,NULL,http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80
Youssef,Zalal,177.8,145,182.88,Switch,1996-09-04,16,5,1,NULL,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613
Darren,Uyenoyama,167.64000000000001,125,165.1,Orthodox,1979-10-15,10,6,0,NULL,http://www.ufcstats.com/fighter-details/6546af7ab545b90c
Hailey,Cowan,172.72,135,170.18,Southpaw,1992-02-12,7,3,0,NULL,http://www.ufcstats.com/fighter-details/3c26c420584d912d
Yura,Naito,182.88,185,187.96,Orthodox,1996-04-26,6,1,0,NULL,http://www.ufcstats.com/fighter-details/50c469e0cb73be10
Joseph,Holmes,193.04,185,203.2,Orthodox,1995-07-04,8,4,0,NULL,http://www.ufcstats.com/fighter-details/8d20d76af3f213ce
Tadao,Yasuda,193.04,310,NULL,Orthodox,1963-10-09,2,4,0,NULL,http://www.ufcstats.com/fighter-details/49e7e05f902479ca
Jessica-Rose,Clark,165.1,135,162.56,Orthodox,1987-11-28,11,9,0,1,http://www.ufcstats.com/fighter-details/6c8072b61c276e67
Abel,Cullum,170.18,139,NULL,Orthodox,1987-04-21,20,6,0,NULL,http://www.ufcstats.com/fighter-details/2f8f3c69522db931
Brandon,Lewis,162.56,135,177.8,Orthodox,1997-08-02,6,2,0,NULL,http://www.ufcstats.com/fighter-details/6623cb1c27025634
Jeremiah,Wells,175.26,170,187.96,Switch,1986-10-30,12,4,1,NULL,http://www.ufcstats.com/fighter-details/d66a46de8d705353
Denis,Stojnic,182.88,245,NULL,Orthodox,1980-02-02,13,3,0,1,http://www.ufcstats.com/fighter-details/a421465acbe59c77
Manny,Bermudez,177.8,145,180.34,Orthodox,1994-07-16,14,2,0,NULL,http://www.ufcstats.com/fighter-details/2dc1bc1a02961656
Hans,Stringer,190.5,205,NULL,Orthodox,1987-07-06,22,8,3,NULL,http://www.ufcstats.com/fighter-details/523f6ad11dbe9b53
Yoshihiro,Akiyama,177.8,170,190.5,Orthodox,1975-07-29,14,6,0,2,http://www.ufcstats.com/fighter-details/b0550072e5f0afa7
Zach,Makovsky,162.56,125,162.56,Southpaw,1983-04-19,20,8,0,NULL,http://www.ufcstats.com/fighter-details/57ab4d7c0bc09a30
Wataru,Sakata,175.26,195,NULL,Southpaw,1973-03-11,11,14,0,NULL,http://www.ufcstats.com/fighter-details/d7907a9a968e4d29
Nair,Melikyan,167.64000000000001,155,NULL,NULL,1997-08-08,11,0,0,NULL,http://www.ufcstats.com/fighter-details/64b8561624d3b15e
Dillon,Smith,182.88,170,NULL,NULL,NULL,0,0,0,NULL,http://www.ufcstats.com/fighter-details/ffee353f55e3aa2c
Viacheslav,Borshchev,180.34,155,175.26,Orthodox,1992-01-08,8,5,1,NULL,http://www.ufcstats.com/fighter-details/19c591115a58982c
Igor,Pokrajac,182.88,205,187.96,Orthodox,1979-01-02,28,13,0,1,http://www.ufcstats.com/fighter-details/53278852bcd91e11
Joby,Sanchez,167.64000000000001,135,172.72,Orthodox,1991-06-24,11,4,0,NULL,http://www.ufcstats.com/fighter-details/b12fc8a41e82d3a2
Marcos,Brigagao,190.5,205,193.04,Southpaw,1996-04-01,11,1,0,NULL,http://www.ufcstats.com/fighter-details/11547e29f253fb89
Marcin,Held,175.26,155,180.34,Orthodox,1992-01-18,23,7,0,NULL,http://www.ufcstats.com/fighter-details/bf43fed8f29e1671
Jake,Ellenberger,175.26,170,180.34,Orthodox,1985-03-28,31,15,0,NULL,http://www.ufcstats.com/fighter-details/d81ac739417d7f53
Tamdan,McCrory,193.04,185,193.04,Switch,1986-11-05,14,5,0,NULL,http://www.ufcstats.com/fighter-details/eff47295daf721a6
Alex,White,182.88,155,180.34,Southpaw,1988-10-22,13,6,0,NULL,http://www.ufcstats.com/fighter-details/c17041f1bb5768d8
Liz,Carmouche,167.64000000000001,125,167.64,Orthodox,1984-02-19,13,7,0,NULL,http://www.ufcstats.com/fighter-details/51a0c09cbe9b8472
Andrews,Nakahara,185.42,185,NULL,Orthodox,1983-03-12,5,4,2,NULL,http://www.ufcstats.com/fighter-details/7a9ca95a92d7b64c
Luke,Caudillo,170.18,155,NULL,Orthodox,1980-11-30,17,17,0,NULL,http://www.ufcstats.com/fighter-details/68d76fd9ecf7431d
Chris,Brown,NULL,170,NULL,NULL,NULL,10,1,0,NULL,http://www.ufcstats.com/fighter-details/9e2624ac992660c6
Cole,Smith,180.34,135,170.18,Orthodox,1989-04-05,7,2,0,NULL,http://www.ufcstats.com/fighter-details/56709e66f1c6008f
Yazan,Hajeh,175.26,145,NULL,Orthodox,1992-09-04,6,1,0,NULL,http://www.ufcstats.com/fighter-details/4955c524c2a71469
Dae,Kim,180.34,180,NULL,Orthodox,NULL,11,7,0,NULL,http://www.ufcstats.com/fighter-details/354808cf38d9d73c
Bill,Cooper,NULL,155,NULL,NULL,1984-05-05,2,1,0,NULL,http://www.ufcstats.com/fighter-details/78bd6940d093fd33
Bogdan,Grad,172.72,145,177.8,Orthodox,1995-09-28,15,2,0,NULL,http://www.ufcstats.com/fighter-details/fb37795db81f93f3
Ricky,Jr.,172.72,170,NULL,NULL,NULL,14,4,0,NULL,http://www.ufcstats.com/fighter-details/5817df778cc27274
Francesco,Mazzeo,190.5,205,190.5,Orthodox,1997-09-23,4,1,0,NULL,http://www.ufcstats.com/fighter-details/7b3c13fe33556a21
Travis,Johnson,NULL,205,NULL,NULL,NULL,0,1,0,NULL,http://www.ufcstats.com/fighter-details/443835675e8fc6ca
Daniel,Barez,167.64000000000001,125,167.64,Orthodox,1988-12-10,17,6,0,NULL,http://www.ufcstats.com/fighter-details/e8fe9c15d348e778
Michael,McBride,185.42,155,NULL,Orthodox,1986-03-09,8,3,0,NULL,http://www.ufcstats.com/fighter-details/443f60bec7c3c3d5
Brandon,Saling,177.8,170,NULL,NULL,1986-01-28,8,6,0,NULL,http://www.ufcstats.com/fighter-details/a049aa06508b9c7b
Claudio,Puelles,177.8,155,182.88,Southpaw,1996-04-21,13,4,0,NULL,http://www.ufcstats.com/fighter-details/d747eb273a40a920
Jeremy,May,185.42,185,NULL,NULL,1986-10-23,13,10,0,1,http://www.ufcstats.com/fighter-details/c32fdfe75cda5b22
Vitaly,Minakov,187.96,249,NULL,NULL,1985-02-06,20,0,0,NULL,http://www.ufcstats.com/fighter-details/56c975c4a2b357a5
Jamey,Simmons,167.64000000000001,135,177.8,Orthodox,1992-09-11,7,4,0,NULL,http://www.ufcstats.com/fighter-details/f0fad0e9f3b65752
Trey,Waters,195.57999999999998,170,195.58,Orthodox,1995-02-21,9,1,0,NULL,http://www.ufcstats.com/fighter-details/31dbfbe4e7a6727c
Mansur,Abdul-Malik,187.96,185,200.66,Orthodox,1997-10-07,7,0,0,NULL,http://www.ufcstats.com/fighter-details/841695e02c99a521
Alfonso,Alcarez,160.02,145,NULL,NULL,1970-06-10,1,3,1,NULL,http://www.ufcstats.com/fighter-details/1e38bba6738b7b10
Alexis,Davis,167.64000000000001,135,172.72,Orthodox,1984-10-04,21,11,0,NULL,http://www.ufcstats.com/fighter-details/4c2d90e335e6df19
Evan,Esguerra,NULL,145,NULL,NULL,NULL,8,7,0,1,http://www.ufcstats.com/fighter-details/ed220e87bef0cc64
Marcos,Mariano,185.42,155,193.04,Switch,1986-10-12,6,6,0,NULL,http://www.ufcstats.com/fighter-details/72e5e5a6edfa8223
Bryan,Pardoe,185.42,205,NULL,Orthodox,NULL,13,16,0,NULL,http://www.ufcstats.com/fighter-details/56116537d71a578c
Alex,Dunworth,172.72,155,NULL,NULL,NULL,2,2,0,1,http://www.ufcstats.com/fighter-details/31732a614e7a3d1d
Angga,NULL,170.18,145,172.72,Orthodox,1989-01-13,13,3,0,NULL,http://www.ufcstats.com/fighter-details/d6a3e131ad4ba064
Takashi,Sugiura,180.34,225,NULL,Southpaw,1970-05-31,1,3,0,NULL,http://www.ufcstats.com/fighter-details/06c60fc2c8dcd7bd
Leo,Sylvest,180.34,205,NULL,Orthodox,1973-09-03,10,16,0,NULL,http://www.ufcstats.com/fighter-details/58a36b4ccf5dc30e
Alice,Pereira,NULL,135,NULL,NULL,2005-12-20,6,0,0,NULL,http://www.ufcstats.com/fighter-details/81d2c551886bd5a1
Drew,Pendleton,NULL,145,NULL,NULL,1983-12-08,5,0,0,NULL,http://www.ufcstats.com/fighter-details/34b634cb2471bdde
Rodrigo,Gracie,182.88,183,NULL,Orthodox,1975-04-11,6,2,1,NULL,http://www.ufcstats.com/fighter-details/36877f0e62b25b96
Chris,Spang,187.96,170,NULL,Orthodox,1987-11-26,6,3,0,NULL,http://www.ufcstats.com/fighter-details/411d012af19ecb59
Alexander,Sarnavskiy,180.34,155,NULL,NULL,1989-01-17,35,6,0,NULL,http://www.ufcstats.com/fighter-details/2097b1a5ff47dfb0
Robert,Densley,175.26,155,NULL,NULL,NULL,9,10,0,NULL,http://www.ufcstats.com/fighter-details/b72f3cafa6376e35
Herschel,Walker,185.42,215,NULL,Orthodox,1962-03-03,2,0,0,NULL,http://www.ufcstats.com/fighter-details/bd92e38aef641673
Adrian,Yanez,170.18,135,177.8,Orthodox,1993-11-29,17,6,0,NULL,http://www.ufcstats.com/fighter-details/0232cabbc30a2372
Ido,Pariente,172.72,155,NULL,Orthodox,NULL,13,6,0,NULL,http://www.ufcstats.com/fighter-details/7573d25a078b5732
Chris,Avila,177.8,145,NULL,Orthodox,1993-01-16,5,4,0,NULL,http://www.ufcstats.com/fighter-details/4665cbf36b08193b
Roberto,Romero,172.72,155,177.8,Orthodox,2000-01-30,8,4,1,NULL,http://www.ufcstats.com/fighter-details/15ea371202eb25e1
Drew,McFedries,182.88,185,182.88,Southpaw,1978-07-27,12,7,0,NULL,http://www.ufcstats.com/fighter-details/1fd4fbdcc67de844
Charles,Oliveira,177.8,155,187.96,Orthodox,1989-10-17,35,10,0,1,http://www.ufcstats.com/fighter-details/07225ba28ae309b6
Vince,Morales,170.18,135,177.8,Orthodox,1990-11-12,16,8,0,NULL,http://www.ufcstats.com/fighter-details/37098a6e6c27fb66
Aaron,Phillips,175.26,135,180.34,Southpaw,1989-08-05,12,5,0,NULL,http://www.ufcstats.com/fighter-details/34c2b3656f88f7ef
Movsar,Evloev,170.18,145,182.88,Orthodox,1994-02-11,19,0,0,NULL,http://www.ufcstats.com/fighter-details/76e2870ffafbe38f
Allen,Berube,172.72,155,NULL,Orthodox,1974-08-25,4,3,0,NULL,http://www.ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Kazunori,Yokota,172.72,154,NULL,Orthodox,1978-04-03,25,7,3,NULL,http://www.ufcstats.com/fighter-details/a8e8587a06e73c87
Sidney,Silva,190.5,170,NULL,Southpaw,1972-02-27,8,4,0,NULL,http://www.ufcstats.com/fighter-details/a6c32678efd4f434
James,Wallace,177.8,155,175.26,Orthodox,1992-11-17,5,2,0,NULL,http://www.ufcstats.com/fighter-details/4078de7181a19142
Maki,Pitolo,177.8,185,190.5,Orthodox,1990-11-24,13,9,0,NULL,http://www.ufcstats.com/fighter-details/c549573c0df4d676
Abu,Azaitar,175.26,185,193.04,Orthodox,1986-03-10,14,4,1,NULL,http://www.ufcstats.com/fighter-details/46d0a888d87d91ac
Conor,McGregor,175.26,155,187.96,Southpaw,1988-07-14,22,6,0,NULL,http://www.ufcstats.com/fighter-details/f4c49976c75c5ab2
JJ,Aldrich,165.1,125,170.18,Southpaw,1992-09-29,13,7,0,NULL,http://www.ufcstats.com/fighter-details/6fd953151d981979
Giga,Chikadze,182.88,145,187.96,Orthodox,1988-08-25,15,4,0,NULL,http://www.ufcstats.com/fighter-details/9560ff14eb3129f7
Ailin,Perez,165.1,135,167.64,Switch,1994-10-05,12,2,0,NULL,http://www.ufcstats.com/fighter-details/06e4245d16fc5315
Jonathan,Wiezorek,190.5,250,NULL,Southpaw,1978-02-10,11,2,0,NULL,http://www.ufcstats.com/fighter-details/60884f31ead1609c
Bobby,Moffett,177.8,145,185.42,Orthodox,1990-06-01,13,5,0,1,http://www.ufcstats.com/fighter-details/d76ad9a08c4408ff
Tom,Duquesnoy,170.18,135,172.72,Orthodox,1993-06-21,16,2,0,1,http://www.ufcstats.com/fighter-details/e979c76341f19b22
Brad,Morris,187.96,205,NULL,Orthodox,1979-11-01,10,6,0,NULL,http://www.ufcstats.com/fighter-details/6803d4d6908354ac
Zak,Ottow,180.34,170,182.88,Orthodox,1986-12-22,17,7,0,NULL,http://www.ufcstats.com/fighter-details/47cd337b86b1af92
